plot	nurse	target	tempo	altura_imp	altura_rii	folhas_imp	folhas_rii
108	catanduva	angico	2	0.076923077	0.083333333	0.125	0.25
108	catanduva	angico	3	0.103448276	0.130434783	0.166666667	0.25
108	catanduva	angico	4	0.057692308	0.063829787	0.2	0.25
108	catanduva	angico	6	0.076923077	0.090909091	0.285714286	0.5
108	catanduva	angico	7	0.28125	1	0.086956522	1
108	catanduva	angico	8	0.270833333	1	0	0
108	catanduva	angico	9	0.268041237	1	0.037037037	1
108	catanduva	aroeira	1	-0.133333333	-0.03030303	-0.090909091	-0.047619048
108	catanduva	aroeira	2	0.133333333	0.028571429	0	0
108	catanduva	aroeira	3	0.382352941	0.194029851	-0.03030303	-0.052631579
108	catanduva	aroeira	4	0.0625	0.014925373	-0.6	-0.75
108	catanduva	aroeira	6	0.071428571	0.014492754	0	0
108	catanduva	aroeira	7	0.071428571	0.014492754	0	0
108	catanduva	aroeira	8	0.117647059	0.029411765	0	0
108	catanduva	aroeira	9	0.043478261	0.014925373	0	0
108	catanduva	cating	1	0.092592593	0.102040816	0.153846154	0.25
108	catanduva	cating	2	0.076923077	0.083333333	0.125	0.25
108	catanduva	cating	3	0.103448276	0.130434783	0.166666667	0.25
108	catanduva	cating	4	0.057692308	0.063829787	0.2	0.25
108	catanduva	cating	6	0.076923077	0.090909091	0.285714286	0.5
108	catanduva	cating	7	0.28125	1	0.086956522	1
108	catanduva	cating	8	0.270833333	1	0	0
108	catanduva	cating	9	0.268041237	1	0.037037037	1
131	catanduva	angico	1	0	0	0	0
131	catanduva	angico	2	0.117647059	0.285714286	0	0
131	catanduva	angico	3	-0.037735849	-0.05	0	0
131	catanduva	angico	4	-0.038461538	-0.05	0	0
131	catanduva	angico	6	-0.020833333	-0.024390244	-0.25	-0.2
131	catanduva	angico	7	-0.058823529	-0.076923077	0	0
131	catanduva	angico	8	-0.038461538	-0.052631579	0	0
131	catanduva	angico	9	-0.055555556	-0.081081081	0	0
131	catanduva	aroeira	1	-0.428571429	-0.083333333	-0.083333333	-0.052631579
131	catanduva	aroeira	2	0	0	-0.055555556	-0.052631579
131	catanduva	aroeira	3	-0.066666667	-0.014925373	-0.057142857	-0.125
131	catanduva	aroeira	4	-0.310344828	-0.062937063	-0.666666667	-0.6
131	catanduva	aroeira	6	-0.214285714	-0.043478261	-0.428571429	-0.6
131	catanduva	aroeira	7	-0.285714286	-0.057142857	-0.333333333	-0.5
131	catanduva	aroeira	8	-0.4	-0.083333333	-0.125	-0.333333333
131	catanduva	aroeira	9	-0.217391304	-0.072463768	-0.333333333	-0.333333333
131	catanduva	cating	1	0	0	0	0
131	catanduva	cating	2	0.117647059	0.285714286	0	0
131	catanduva	cating	3	-0.037735849	-0.05	0	0
131	catanduva	cating	4	-0.038461538	-0.05	0	0
131	catanduva	cating	6	-0.020833333	-0.024390244	-0.25	-0.2
131	catanduva	cating	7	-0.058823529	-0.076923077	0	0
131	catanduva	cating	8	-0.038461538	-0.052631579	0	0
131	catanduva	cating	9	-0.055555556	-0.081081081	0	0
21	catingueira	angico	1	-0.136363636	-0.1	-0.272727273	-0.333333333
21	catingueira	angico	2	-0.239130435	-0.186440678	-0.214285714	-0.333333333
21	catingueira	angico	3	-0.166666667	-0.142857143	0	0
21	catingueira	angico	4	-0.170212766	-0.142857143	-0.25	-0.25
21	catingueira	angico	6	-0.162790698	-0.122807018	0.285714286	0.5
21	catingueira	angico	7	-0.155555556	-0.127272727	0	0
21	catingueira	angico	8	-0.130434783	-0.111111111	0	0
21	catingueira	angico	9	-0.212765957	-0.172413793	0	0
21	catingueira	aroeira	1	0.392857143	0.154929577	0.142857143	0.1
21	catingueira	aroeira	2	0.1	0.033333333	0.1	0.1
21	catingueira	aroeira	3	-0.111111111	-0.032258065	-0.028571429	-0.066666667
21	catingueira	aroeira	4	0.055555556	0.015873016	-0.4	-0.666666667
21	catingueira	aroeira	6	0.1	0.033333333	-0.285714286	-0.5
21	catingueira	aroeira	7	0.055555556	0.016393443	-0.166666667	-0.333333333
21	catingueira	aroeira	8	0.142857143	0.047619048	0	0
21	catingueira	aroeira	9	0.071428571	0.033333333	0	0
21	catingueira	cating	1	-0.136363636	-0.1	-0.272727273	-0.333333333
21	catingueira	cating	2	-0.239130435	-0.186440678	-0.214285714	-0.333333333
21	catingueira	cating	3	-0.166666667	-0.142857143	0	0
21	catingueira	cating	4	-0.170212766	-0.142857143	-0.25	-0.25
21	catingueira	cating	6	-0.162790698	-0.122807018	0.285714286	0.5
21	catingueira	cating	7	-0.155555556	-0.127272727	0	0
21	catingueira	cating	8	-0.130434783	-0.111111111	0	0
21	catingueira	cating	9	-0.212765957	-0.172413793	0	0
35	catingueira	angico	1	-0.264705882	-0.108433735	-0.222222222	-0.166666667
35	catingueira	angico	2	-0.285714286	-0.125	-0.357142857	-0.454545455
35	catingueira	angico	3	-0.297297297	-0.135802469	-0.4	-0.4
35	catingueira	angico	4	-0.315789474	-0.153846154	-0.25	-0.25
35	catingueira	angico	6	-0.371428571	-0.164556962	0	0
35	catingueira	angico	7	-0.361111111	-0.164556962	0.047619048	0.333333333
35	catingueira	angico	8	-0.324324324	-0.153846154	0	0
35	catingueira	angico	9	-0.368421053	-0.175	0	0
35	catingueira	aroeira	1	-0.75	-0.217391304	0.083333333	0.047619048
35	catingueira	aroeira	2	-0.684210526	-0.188405797	0.15	0.130434783
35	catingueira	aroeira	3	-0.619047619	-0.194029851	0.211538462	0.846153846
35	catingueira	aroeira	4	-0.695652174	-0.242424242	-0.7	-0.777777778
35	catingueira	aroeira	6	-0.695652174	-0.25	-0.285714286	-0.5
35	catingueira	aroeira	7	-0.681818182	-0.230769231	0	0
35	catingueira	aroeira	8	-0.5625	-0.219512195	0	0
35	catingueira	aroeira	9	-0.533333333	-0.242424242	0	0
35	catingueira	cating	1	-0.264705882	-0.108433735	-0.222222222	-0.166666667
35	catingueira	cating	2	-0.285714286	-0.125	-0.357142857	-0.454545455
35	catingueira	cating	3	-0.297297297	-0.135802469	-0.4	-0.4
35	catingueira	cating	4	-0.315789474	-0.153846154	-0.25	-0.25
35	catingueira	cating	6	-0.371428571	-0.164556962	0	0
35	catingueira	cating	7	-0.361111111	-0.164556962	0.047619048	0.333333333
35	catingueira	cating	8	-0.324324324	-0.153846154	0	0
35	catingueira	cating	9	-0.368421053	-0.175	0	0
64	catingueira	angico	1	-0.339622642	-0.333333333	0.076923077	0.2
64	catingueira	angico	2	-0.346153846	-0.333333333	0.0625	0.2
64	catingueira	angico	3	-0.375	-0.396226415	0	0
64	catingueira	angico	4	-0.339622642	-0.333333333	0	0
64	catingueira	angico	6	-0.367346939	-0.321428571	0	0
64	catingueira	angico	7	-0.557692308	-0.46031746	0	0
64	catingueira	angico	8	-0.346153846	-0.333333333	0	0
64	catingueira	angico	9	-0.307692308	-0.296296296	0	0
64	catingueira	aroeira	1	0.461538462	0.257142857	-0.111111111	-0.04
64	catingueira	aroeira	2	0.333333333	0.114285714	0.052631579	0.052631579
64	catingueira	aroeira	3	0.37037037	0.138888889	0	0
64	catingueira	aroeira	4	0.36	0.123287671	-0.333333333	-0.428571429
64	catingueira	aroeira	6	0.447368421	0.246376812	0.142857143	0.2
64	catingueira	aroeira	7	0.477272727	0.954545455	0.142857143	0.333333333
64	catingueira	aroeira	8	0.4375	0.333333333	0	0
64	catingueira	aroeira	9	0.37037037	0.322580645	0	0
64	catingueira	cating	1	-0.339622642	-0.333333333	0.076923077	0.2
64	catingueira	cating	2	-0.346153846	-0.333333333	0.0625	0.2
64	catingueira	cating	3	-0.375	-0.396226415	0	0
64	catingueira	cating	4	-0.339622642	-0.333333333	0	0
64	catingueira	cating	6	-0.367346939	-0.321428571	0	0
64	catingueira	cating	7	-0.557692308	-0.46031746	0	0
64	catingueira	cating	8	-0.346153846	-0.333333333	0	0
64	catingueira	cating	9	-0.307692308	-0.296296296	0	0
95	catingueira	angico	1	0	0	0	0
95	catingueira	angico	2	-0.041666667	-0.043478261	0	0
95	catingueira	angico	3	-0.020408163	-0.021276596	0.142857143	0.5
95	catingueira	angico	4	-0.020833333	-0.021276596	0.090909091	0.333333333
95	catingueira	angico	6	0	0	0	0
95	catingueira	angico	7	-0.02173913	-0.021276596	0	0
95	catingueira	angico	8	0	0	0	0
95	catingueira	angico	9	0	0	0	0
95	catingueira	aroeira	1	-0.333333333	-0.054054054	0.142857143	0.1
95	catingueira	aroeira	2	-0.111111111	-0.012987013	0.1	0.1
95	catingueira	aroeira	3	0.2	0.04	0.145833333	0.777777778
95	catingueira	aroeira	4	0.133333333	0.027777778	0.285714286	0.666666667
95	catingueira	aroeira	6	0.153846154	0.027027027	0	0
95	catingueira	aroeira	7	0.090909091	0.013333333	0	0
95	catingueira	aroeira	8	0.153846154	0.026315789	0	0
95	catingueira	aroeira	9	0.052631579	0.013333333	0	0
95	catingueira	cating	1	0	0	0	0
95	catingueira	cating	2	-0.041666667	-0.043478261	0	0
95	catingueira	cating	3	-0.020408163	-0.021276596	0.142857143	0.5
95	catingueira	cating	4	-0.020833333	-0.021276596	0.090909091	0.333333333
95	catingueira	cating	6	0	0	0	0
95	catingueira	cating	7	-0.02173913	-0.021276596	0	0
95	catingueira	cating	8	0	0	0	0
95	catingueira	cating	9	0	0	0	0
127	catingueira	angico	1	-0.02173913	-0.019607843	-0.090909091	-0.142857143
127	catingueira	angico	2	-0.133333333	-0.107142857	0.066666667	0.142857143
127	catingueira	angico	3	0	0	-0.1	-0.142857143
127	catingueira	angico	4	-0.043478261	-0.038461538	-0.125	-0.142857143
127	catingueira	angico	6	0.046511628	0.035714286	-0.4	-0.5
127	catingueira	angico	7	0.044444444	0.037037037	0	0
127	catingueira	angico	8	-0.045454545	-0.037037037	0	0
127	catingueira	angico	9	0.0625	0.054545455	0	0
127	catingueira	aroeira	1	-0.529411765	-0.130434783	0.214285714	0.130434783
127	catingueira	aroeira	2	-0.230769231	-0.042253521	0	0
127	catingueira	aroeira	3	-0.526315789	-0.147058824	-0.162162162	-0.375
127	catingueira	aroeira	4	-0.526315789	-0.147058824	-0.5	-0.230769231
127	catingueira	aroeira	6	-0.611111111	-0.15942029	-0.571428571	-0.666666667
127	catingueira	aroeira	7	-0.588235294	-0.142857143	-0.333333333	-0.5
127	catingueira	aroeira	8	-0.555555556	-0.142857143	-0.25	-0.5
127	catingueira	aroeira	9	-0.4	-0.142857143	-0.333333333	-0.333333333
127	catingueira	cating	1	-0.02173913	-0.019607843	-0.090909091	-0.142857143
127	catingueira	cating	2	-0.133333333	-0.107142857	0.066666667	0.142857143
127	catingueira	cating	3	0	0	-0.1	-0.142857143
127	catingueira	cating	4	-0.043478261	-0.038461538	-0.125	-0.142857143
127	catingueira	cating	6	0.046511628	0.035714286	-0.4	-0.5
127	catingueira	cating	7	0.044444444	0.037037037	0	0
127	catingueira	cating	8	-0.045454545	-0.037037037	0	0
127	catingueira	cating	9	0.0625	0.054545455	0	0
23	cumaru	angico	1	-0.173913043	-0.137931034	0.083333333	0.142857143
23	cumaru	angico	2	-0.133333333	-0.107142857	0.066666667	0.142857143
23	cumaru	angico	3	-0.204081633	-0.178571429	0.090909091	0.142857143
23	cumaru	angico	4	-0.130434783	-0.107142857	0.111111111	0.142857143
23	cumaru	angico	6	-0.166666667	-0.118644068	0	0
23	cumaru	angico	7	-0.136363636	-0.107142857	0	0
23	cumaru	angico	8	-0.339285714	-0.404255319	0	0
23	cumaru	angico	9	-0.478873239	-1	-0.038461538	-1
23	cumaru	aroeira	1	-0.090909091	-0.01369863	0	0
23	cumaru	aroeira	2	-0.230769231	-0.042253521	0	0
23	cumaru	aroeira	3	-0.384615385	-0.066666667	0.054054054	0.125
23	cumaru	aroeira	4	-0.357142857	-0.068493151	-0.5	-0.4
23	cumaru	aroeira	6	0.15	0.047619048	0	0
23	cumaru	aroeira	7	0.419753086	1	0.125	1
23	cumaru	aroeira	8	0.414634146	1	0.1	1
23	cumaru	aroeira	9	0.375	1	0.2	1
23	cumaru	cating	1	-0.173913043	-0.137931034	0.083333333	0.142857143
23	cumaru	cating	2	-0.133333333	-0.107142857	0.066666667	0.142857143
23	cumaru	cating	3	-0.204081633	-0.178571429	0.090909091	0.142857143
23	cumaru	cating	4	-0.130434783	-0.107142857	0.111111111	0.142857143
23	cumaru	cating	6	-0.166666667	-0.118644068	0	0
23	cumaru	cating	7	-0.136363636	-0.107142857	0	0
23	cumaru	cating	8	-0.339285714	-0.404255319	0	0
23	cumaru	cating	9	-0.478873239	-1	-0.038461538	-1
53	cumaru	angico	1	0.064516129	0.133333333	-0.166666667	-0.333333333
53	cumaru	angico	2	0.035714286	0.058823529	-0.133333333	-0.333333333
53	cumaru	angico	3	0.063492063	0.133333333	-0.25	-0.6
53	cumaru	angico	4	0	0	-0.3	-0.6
53	cumaru	angico	6	0	0	0	0
53	cumaru	angico	7	0.06779661	0.125	0	0
53	cumaru	angico	8	0.018181818	0.03030303	0	0
53	cumaru	angico	9	0.066666667	0.117647059	0	0
53	cumaru	aroeira	1	-0.263157895	-0.081967213	-0.3	-0.12
53	cumaru	aroeira	2	-0.333333333	-0.09375	-0.2	-0.111111111
53	cumaru	aroeira	3	-0.117647059	-0.03125	-0.189189189	-0.411764706
53	cumaru	aroeira	4	0	0	-0.666666667	-0.6
53	cumaru	aroeira	6	-0.125	-0.03125	-0.142857143	-0.333333333
53	cumaru	aroeira	7	-0.125	-0.03125	0	0
53	cumaru	aroeira	8	0	0	0	0
53	cumaru	aroeira	9	0	0	0	0
53	cumaru	cating	1	0.064516129	0.133333333	-0.166666667	-0.333333333
53	cumaru	cating	2	0.035714286	0.058823529	-0.133333333	-0.333333333
53	cumaru	cating	3	0.063492063	0.133333333	-0.25	-0.6
53	cumaru	cating	4	0	0	-0.3	-0.6
53	cumaru	cating	6	0	0	0	0
53	cumaru	cating	7	0.06779661	0.125	0	0
53	cumaru	cating	8	0.018181818	0.03030303	0	0
53	cumaru	cating	9	0.066666667	0.117647059	0	0
97	cumaru	angico	1	0	0	0.083333333	0.142857143
97	cumaru	angico	2	0.111111111	0.12	0.066666667	0.142857143
97	cumaru	angico	3	0.105263158	0.125	0.090909091	0.142857143
97	cumaru	angico	4	-0.162790698	-0.111111111	0.230769231	0.6
97	cumaru	angico	6	0.042553191	0.041666667	0.166666667	0.333333333
97	cumaru	angico	7	0.1	0.094339623	0	0
97	cumaru	angico	8	0.08	0.076923077	0	0
97	cumaru	angico	9	0.282828283	1	0.037037037	1
97	cumaru	aroeira	1	0.111111111	0.03125	0	0
97	cumaru	aroeira	2	0.24137931	0.122807018	0	0
97	cumaru	aroeira	3	0.233333333	0.122807018	0.1	0.25
97	cumaru	aroeira	4	0.192307692	0.084745763	0.5	0.157894737
97	cumaru	aroeira	6	0.214285714	0.107142857	0.416666667	0.714285714
97	cumaru	aroeira	7	0.24137931	0.122807018	0.4	0.666666667
97	cumaru	aroeira	8	0.206896552	0.107142857	0.272727273	0.6
97	cumaru	aroeira	9	0.147058824	0.087719298	0.25	0.333333333
97	cumaru	cating	1	0	0	0.083333333	0.142857143
97	cumaru	cating	2	0.111111111	0.12	0.066666667	0.142857143
97	cumaru	cating	3	0.105263158	0.125	0.090909091	0.142857143
97	cumaru	cating	4	-0.162790698	-0.111111111	0.230769231	0.6
97	cumaru	cating	6	0.042553191	0.041666667	0.166666667	0.333333333
97	cumaru	cating	7	0.1	0.094339623	0	0
97	cumaru	cating	8	0.08	0.076923077	0	0
97	cumaru	cating	9	0.282828283	1	0.037037037	1
100	cumaru	angico	1	0	0	-0.3	-0.272727273
100	cumaru	angico	2	-0.071428571	-0.050847458	-0.307692308	-0.333333333
100	cumaru	angico	3	0	0	-0.222222222	-0.2
100	cumaru	angico	4	0	0	-0.571428571	-0.333333333
100	cumaru	angico	6	0.046511628	0.035714286	0	0
100	cumaru	angico	7	-0.023809524	-0.018181818	0	0
100	cumaru	angico	8	0.023255814	0.01754386	0	0
100	cumaru	angico	9	-0.022727273	-0.018181818	0	0
100	cumaru	aroeira	1	0.066666667	0.014925373	0.076923077	0.052631579
100	cumaru	aroeira	2	-0.166666667	-0.027777778	0.052631579	0.052631579
100	cumaru	aroeira	3	0.166666667	0.043478261	0.1	0.25
100	cumaru	aroeira	4	0.238095238	0.072463768	0.461538462	0.428571429
100	cumaru	aroeira	6	-0.595744681	-1	-0.125	-1
100	cumaru	aroeira	7	-0.680851064	-1	-0.142857143	-1
100	cumaru	aroeira	8	-0.708333333	-1	-0.111111111	-1
100	cumaru	aroeira	9	0	0	0	0
100	cumaru	cating	1	0	0	-0.3	-0.272727273
100	cumaru	cating	2	-0.071428571	-0.050847458	-0.307692308	-0.333333333
100	cumaru	cating	3	0	0	-0.222222222	-0.2
100	cumaru	cating	4	0	0	-0.571428571	-0.333333333
100	cumaru	cating	6	0.046511628	0.035714286	0	0
100	cumaru	cating	7	-0.023809524	-0.018181818	0	0
100	cumaru	cating	8	0.023255814	0.01754386	0	0
100	cumaru	cating	9	-0.022727273	-0.018181818	0	0
149	cumaru	angico	1	-0.12244898	-0.12	-0.2	-0.2
149	cumaru	angico	2	-0.142857143	-0.142857143	0	0
149	cumaru	angico	3	-0.117647059	-0.125	0	0
149	cumaru	angico	4	-0.102040816	-0.102040816	0.230769231	0.6
149	cumaru	angico	6	-0.14893617	-0.142857143	0.375	0.6
149	cumaru	angico	7	-0.106382979	-0.102040816	0.166666667	0.666666667
149	cumaru	angico	8	-0.127659574	-0.115384615	0	0
149	cumaru	angico	9	-0.14	-0.142857143	0	0
149	cumaru	aroeira	1	-0.181818182	-0.027027027	0.214285714	0.130434783
149	cumaru	aroeira	2	-0.4	-0.051282051	0.105263158	0.090909091
149	cumaru	aroeira	3	0	0	0.057142857	0.1
149	cumaru	aroeira	4	0.2	0.058823529	0.461538462	0.428571429
149	cumaru	aroeira	6	-0.083333333	-0.014084507	0.5	0.6
149	cumaru	aroeira	7	-0.153846154	-0.028571429	0.5	0.75
149	cumaru	aroeira	8	-0.230769231	-0.04109589	0.333333333	0.666666667
149	cumaru	aroeira	9	-0.1	-0.027777778	0.4	0.5
149	cumaru	cating	1	-0.12244898	-0.12	-0.2	-0.2
149	cumaru	cating	2	-0.142857143	-0.142857143	0	0
149	cumaru	cating	3	-0.117647059	-0.125	0	0
149	cumaru	cating	4	-0.102040816	-0.102040816	0.230769231	0.6
149	cumaru	cating	6	-0.14893617	-0.142857143	0.375	0.6
149	cumaru	cating	7	-0.106382979	-0.102040816	0.166666667	0.666666667
149	cumaru	cating	8	-0.127659574	-0.115384615	0	0
149	cumaru	cating	9	-0.14	-0.142857143	0	0
124	favelinha	angico	1	-0.06	-0.066666667	0.2	0.428571429
124	favelinha	angico	2	0.086956522	0.066666667	0.066666667	0.142857143
124	favelinha	angico	3	0.111111111	0.111111111	0.083333333	0.2
124	favelinha	angico	4	-0.058823529	-0.069767442	0.1	0.2
124	favelinha	angico	6	-0.063829787	-0.066666667	0	0
124	favelinha	angico	7	-0.0625	-0.066666667	-0.05	-0.333333333
124	favelinha	angico	8	-0.040816327	-0.045454545	-0.333333333	-0.333333333
124	favelinha	angico	9	-0.096153846	-0.11627907	0	0
124	favelinha	aroeira	1	0.166666667	0.068965517	-0.3	-0.12
124	favelinha	aroeira	2	0.4	0.171428571	0.214285714	0.375
124	favelinha	aroeira	3	0.12	0.054545455	-0.083333333	-0.2
124	favelinha	aroeira	4	0.130434783	0.050847458	-0.75	-0.5
124	favelinha	aroeira	6	0.05	0.01754386	-0.285714286	-0.5
124	favelinha	aroeira	7	0.073170732	0.026086957	-0.333333333	-0.5
124	favelinha	aroeira	8	0.130434783	0.050847458	-0.25	-0.5
124	favelinha	aroeira	9	0.096774194	0.052631579	0	0
124	favelinha	cating	1	-0.06	-0.066666667	0.2	0.428571429
124	favelinha	cating	2	0.086956522	0.066666667	0.066666667	0.142857143
124	favelinha	cating	3	0.111111111	0.111111111	0.083333333	0.2
124	favelinha	cating	4	-0.058823529	-0.069767442	0.1	0.2
124	favelinha	cating	6	-0.063829787	-0.066666667	0	0
124	favelinha	cating	7	-0.0625	-0.066666667	-0.05	-0.333333333
124	favelinha	cating	8	-0.040816327	-0.045454545	-0.333333333	-0.333333333
124	favelinha	cating	9	-0.096153846	-0.11627907	0	0
138	favelinha	angico	1	-0.542857143	-0.208791209	-0.333333333	-0.5
138	favelinha	angico	2	-0.558823529	-0.208791209	-0.266666667	-0.5
138	favelinha	angico	3	-0.526315789	-0.227272727	-0.7	-0.538461538
138	favelinha	angico	4	-0.514285714	-0.2	-0.714285714	-0.384615385
138	favelinha	angico	6	-0.53125	-0.191011236	0	0
138	favelinha	angico	7	-0.558823529	-0.213483146	0.090909091	0.5
138	favelinha	angico	8	-0.484848485	-0.177777778	0.25	0.333333333
138	favelinha	angico	9	-0.228571429	-0.1	0.038461538	0.333333333
138	favelinha	aroeira	1	-0.157894737	-0.050847458	0.076923077	0.052631579
138	favelinha	aroeira	2	-0.157894737	-0.050847458	0.052631579	0.052631579
138	favelinha	aroeira	3	-0.217391304	-0.090909091	-0.078947368	-0.272727273
138	favelinha	aroeira	4	-0.238095238	-0.084745763	-0.333333333	-0.428571429
138	favelinha	aroeira	6	-0.15	-0.052631579	0	0
138	favelinha	aroeira	7	-0.285714286	-0.103448276	0	0
138	favelinha	aroeira	8	-0.285714286	-0.1	0	0
138	favelinha	aroeira	9	-0.172413793	-0.087719298	0	0
138	favelinha	cating	1	-0.542857143	-0.208791209	-0.333333333	-0.5
138	favelinha	cating	2	-0.558823529	-0.208791209	-0.266666667	-0.5
138	favelinha	cating	3	-0.526315789	-0.227272727	-0.7	-0.538461538
138	favelinha	cating	4	-0.514285714	-0.2	-0.714285714	-0.384615385
138	favelinha	cating	6	-0.53125	-0.191011236	0	0
138	favelinha	cating	7	-0.558823529	-0.213483146	0.090909091	0.5
138	favelinha	cating	8	-0.484848485	-0.177777778	0.25	0.333333333
138	favelinha	cating	9	-0.228571429	-0.1	0.038461538	0.333333333
153	favelinha	angico	1	0.12962963	0.127272727	-0.166666667	-0.333333333
153	favelinha	angico	2	0.145454545	0.148148148	-0.133333333	-0.333333333
153	favelinha	angico	3	0.137931034	0.153846154	-0.181818182	-0.333333333
153	favelinha	angico	4	0.127272727	0.132075472	-0.222222222	-0.333333333
153	favelinha	angico	6	0.104166667	0.090909091	0	0
153	favelinha	angico	7	0.148148148	0.148148148	0	0
153	favelinha	angico	8	0.306930693	1	0.2	1
153	favelinha	angico	9	0.303921569	1	0.071428571	1
153	favelinha	aroeira	1	0.384615385	0.138888889	-0.153846154	-0.111111111
153	favelinha	aroeira	2	0.333333333	0.095890411	-0.055555556	-0.052631579
153	favelinha	aroeira	3	0.344827586	0.147058824	0	0
153	favelinha	aroeira	4	0.333333333	0.130434783	0	0
153	favelinha	aroeira	6	0.333333333	0.114285714	0	0
153	favelinha	aroeira	7	0.319148936	0.107913669	0	0
153	favelinha	aroeira	8	-0.058823529	-0.015873016	0.2	0.5
153	favelinha	aroeira	9	-0.563636364	-1	-0.25	-1
153	favelinha	cating	1	0.12962963	0.127272727	-0.166666667	-0.333333333
153	favelinha	cating	2	0.145454545	0.148148148	-0.133333333	-0.333333333
153	favelinha	cating	3	0.137931034	0.153846154	-0.181818182	-0.333333333
153	favelinha	cating	4	0.127272727	0.132075472	-0.222222222	-0.333333333
153	favelinha	cating	6	0.104166667	0.090909091	0	0
153	favelinha	cating	7	0.148148148	0.148148148	0	0
153	favelinha	cating	8	0.306930693	1	0.2	1
153	favelinha	cating	9	0.303921569	1	0.071428571	1
154	favelinha	angico	1	0.068181818	0.047619048	0	0
154	favelinha	angico	2	0.086956522	0.066666667	0.066666667	0.142857143
154	favelinha	angico	3	0.023255814	0.016393443	0.142857143	0.5
154	favelinha	angico	4	0.068181818	0.047619048	0.166666667	0.5
154	favelinha	angico	6	0.05	0.032258065	0.166666667	0.333333333
154	favelinha	angico	7	0.025	0.016393443	0.047619048	0.333333333
154	favelinha	angico	8	0.047619048	0.032258065	0.25	0.333333333
154	favelinha	angico	9	0.088888889	0.0625	0	0
154	favelinha	aroeira	1	0.25	0.09375	-0.181818182	-0.090909091
154	favelinha	aroeira	2	0.4	0.171428571	0.214285714	0.375
154	favelinha	aroeira	3	0.36	0.123287671	-0.03125	-0.047619048
154	favelinha	aroeira	4	0.387096774	0.171428571	0.333333333	0.4
154	favelinha	aroeira	6	0.40625	0.188405797	0	0
154	favelinha	aroeira	7	0.424242424	0.2	0	0
154	favelinha	aroeira	8	0.393939394	0.188405797	0	0
154	favelinha	aroeira	9	0.28125	0.123287671	0	0
154	favelinha	cating	1	0.068181818	0.047619048	0	0
154	favelinha	cating	2	0.086956522	0.066666667	0.066666667	0.142857143
154	favelinha	cating	3	0.023255814	0.016393443	0.142857143	0.5
154	favelinha	cating	4	0.068181818	0.047619048	0.166666667	0.5
154	favelinha	cating	6	0.05	0.032258065	0.166666667	0.333333333
154	favelinha	cating	7	0.025	0.016393443	0.047619048	0.333333333
154	favelinha	cating	8	0.047619048	0.032258065	0.25	0.333333333
154	favelinha	cating	9	0.088888889	0.0625	0	0
155	favelinha	angico	1	0.098360656	0.157894737	0.266666667	0.4
155	favelinha	angico	2	0.02	0.023255814	0.222222222	0.4
155	favelinha	angico	3	0.019230769	0.023255814	0.285714286	0.4
155	favelinha	angico	4	0.120689655	0.14893617	-0.75	-0.176470588
155	favelinha	angico	6	0.058823529	0.069767442	0.5	0.714285714
155	favelinha	angico	7	0.057692308	0.069767442	0.047619048	0.333333333
155	favelinha	angico	8	0.074074074	0.090909091	0	0
155	favelinha	angico	9	0.055555556	0.069767442	0	0
155	favelinha	aroeira	1	0.333333333	0.114285714	-0.1	-0.043478261
155	favelinha	aroeira	2	0.125	0.029411765	0	0
155	favelinha	aroeira	3	0.058823529	0.015384615	-0.03125	-0.047619048
155	favelinha	aroeira	4	0.111111111	0.03030303	0.111111111	0.142857143
155	favelinha	aroeira	6	-0.066666667	-0.015384615	0	0
155	favelinha	aroeira	7	0	0	0	0
155	favelinha	aroeira	8	0.0625	0.014925373	0	0
155	favelinha	aroeira	9	-0.043478261	-0.015384615	0	0
155	favelinha	cating	1	0.098360656	0.157894737	0.266666667	0.4
155	favelinha	cating	2	0.02	0.023255814	0.222222222	0.4
155	favelinha	cating	3	0.019230769	0.023255814	0.285714286	0.4
155	favelinha	cating	4	0.120689655	0.14893617	-0.75	-0.176470588
155	favelinha	cating	6	0.058823529	0.069767442	0.5	0.714285714
155	favelinha	cating	7	0.057692308	0.069767442	0.047619048	0.333333333
155	favelinha	cating	8	0.074074074	0.090909091	0	0
155	favelinha	cating	9	0.055555556	0.069767442	0	0
24	feijao	angico	1	0.177419355	0.215686275	0.083333333	0.142857143
24	feijao	angico	2	0.180327869	0.215686275	0	0
24	feijao	angico	3	0.161290323	0.2	-0.1	-0.142857143
24	feijao	angico	4	0.202898551	0.304347826	-0.125	-0.142857143
24	feijao	angico	6	0.172413793	0.2	0	0
24	feijao	angico	7	0.157894737	0.176470588	0.5	0.909090909
24	feijao	angico	8	0.180327869	0.215686275	0	0
24	feijao	angico	9	0.184615385	0.25	0	0
24	feijao	aroeira	1	0.166666667	0.011764706	-0.25	-0.142857143
24	feijao	aroeira	2	0.25	0.023809524	-0.166666667	-0.142857143
24	feijao	aroeira	3	-0.142857143	-0.012048193	-1	-0.615384615
24	feijao	aroeira	4	0	0	-1	-0.1
24	feijao	aroeira	6	0.465909091	1	0.272727273	1
24	feijao	aroeira	7	0.471910112	1	0.363636364	1
24	feijao	aroeira	8	0.460674157	1	0.272727273	0.6
24	feijao	aroeira	9	0.427083333	1	0.428571429	1
24	feijao	cating	1	0.177419355	0.215686275	0.083333333	0.142857143
24	feijao	cating	2	0.180327869	0.215686275	0	0
